,tmpid,designation,ra-hms,dec-dms,v,offset_ra,offset_dec,motion_ra,motion_dec,orbit,comment,id,linkrun,objid,date_obs,ra,dec,expnum,exptime,band,ccd,mag,nite,fakeid,date_added,obscode
963,000347,  (3195) Fedchenko       ,00 01 30.1 ,+01 38 39  ,16.2   ,9.7W   ,0.8S    ,29-    ,12-  , 27o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,3104529,2013-09-30 03:10:13,0:02:08.75,1:39:28.5,239641,90.0,r,28,21.533000946,20130929,0,2016-02-21 02:18:07,807
964,000348,(264865) 2002 RT165      ,00 01 35.4 ,+01 42 27  ,19.5   ,8.3W   ,3.0N    ,34-    ,14-  ,  8o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,3114881,2013-09-30 03:12:19,0:02:08.75,1:39:28.5,239642,90.0,i,28,21.0942993164,20130929,0,2016-02-21 02:18:07,807
965,000348,(186536) 2002 VQ105      ,00 01 32.1 ,+01 38 47  ,18.7   ,9.2W   ,0.7S    ,37-    , 6-  , 11o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,3114881,2013-09-30 03:12:19,0:02:08.75,1:39:28.5,239642,90.0,i,28,21.0942993164,20130929,0,2016-02-21 02:18:07,807
966,000348,  (3195) Fedchenko       ,00 01 30.0 ,+01 38 39  ,16.2   ,9.7W   ,0.8S    ,29-    ,12-  , 27o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,3114881,2013-09-30 03:12:19,0:02:08.75,1:39:28.5,239642,90.0,i,28,21.0942993164,20130929,0,2016-02-21 02:18:07,807
967,000349,(330899) 2009 SX38       ,00 01 14.2 ,+01 30 25  ,19.9   ,0.9E   ,2.6S    ,22-    , 5-  ,  7o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,2061254,2013-10-11 02:49:18,0:01:10.56,1:33:03.8,242742,90.0,z,35,20.7539997101,20131010,0,2016-02-21 02:18:07,807
968,000349,(155771) 2000 SK238      ,00 00 52.4 ,+01 35 16  ,19.9   ,4.5W   ,2.2N    ,27-    , 6-  , 11o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,2061254,2013-10-11 02:49:18,0:01:10.56,1:33:03.8,242742,90.0,z,35,20.7539997101,20131010,0,2016-02-21 02:18:07,807
969,000349,(264857) 2002 RS82       ,00 01 13.5 ,+01 40 27  ,19.3   ,0.7E   ,7.4N    ,23-    , 0+  ,  7o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,2061254,2013-10-11 02:49:18,0:01:10.56,1:33:03.8,242742,90.0,z,35,20.7539997101,20131010,0,2016-02-21 02:18:07,807
970,000349, (72070) 2000 YC33       ,00 00 53.2 ,+01 25 39  ,18.0   ,4.3W   ,7.4S    ,21-    , 7-  , 13o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,2061254,2013-10-11 02:49:18,0:01:10.56,1:33:03.8,242742,90.0,z,35,20.7539997101,20131010,0,2016-02-21 02:18:07,807
971,000349, (76628) Kozi Hradek     ,00 01 42.5 ,+01 38 45  ,19.5   ,8.0E   ,5.7N    ,22-    ,17-  , 13o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,2061254,2013-10-11 02:49:18,0:01:10.56,1:33:03.8,242742,90.0,z,35,20.7539997101,20131010,0,2016-02-21 02:18:07,807
972,000350, (76628) Kozi Hradek     ,00 01 06.6 ,+01 31 34  ,19.5   ,0.3E   ,0.9S    ,21-    ,17-  , 13o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,2519517,2013-10-12 02:58:49,0:01:05.41,1:32:29.3,243112,90.0,z,55,20.7566986084,20131011,0,2016-02-21 02:18:07,807
973,000350,(326580) 2002 QM71       ,00 01 16.2 ,+01 28 12  ,19.7   ,2.7E   ,4.3S    ,19-    , 8-  ,  7o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,2519517,2013-10-12 02:58:49,0:01:05.41,1:32:29.3,243112,90.0,z,55,20.7566986084,20131011,0,2016-02-21 02:18:07,807
974,000350,(330899) 2009 SX38       ,00 00 32.0 ,+01 27 11  ,20.0   ,8.3W   ,5.3S    ,21-    , 5-  ,  7o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,2519517,2013-10-12 02:58:49,0:01:05.41,1:32:29.3,243112,90.0,z,55,20.7566986084,20131011,0,2016-02-21 02:18:07,807
975,000351,(326580) 2002 QM71       ,00 00 43.8 ,+01 24 35  ,19.7   ,4.2W   ,7.4S    ,18-    , 7-  ,  7o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,3356655,2013-10-13 01:18:43,0:01:00.68,1:31:57.8,243472,90.0,z,60,20.7756996155,20131012,0,2016-02-21 02:18:07,807
976,000351, (76628) Kozi Hradek     ,00 00 34.2 ,+01 25 00  ,19.5   ,6.6W   ,7.0S    ,21-    ,17-  , 13o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,3356655,2013-10-13 01:18:43,0:01:00.68,1:31:57.8,243472,90.0,z,60,20.7756996155,20131012,0,2016-02-21 02:18:07,807
977,000352,(326580) 2002 QM71       ,00 00 41.9 ,+01 24 23  ,19.7   ,4.6W   ,7.5S    ,18-    , 7-  ,  7o  ,None needed at this time.,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,wsdiff_S82_lon_gt_minus2,3767335,2013-10-13 02:34:31,0:01:00.41,1:31:56.1,243508,90.0,i,60,21.1187992096,20131012,0,2016-02-21 02:18:07,807
978,000599,(267440) 2002 CK212      ,00 03 51.7 ,+00 54 06  ,19.9   ,5.4E   ,2.9S    ,33-    ,11-  ,  8o  ,None needed at this time.,d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3132466,2013-09-30 03:12:19,0:03:30.08,0:56:57.9,239642,90.0,i,59,22.1054000854,20130929,0,2016-02-21 02:18:07,807
979,000599,(178843) 2001 HL52       ,00 03 09.6 ,+01 00 55  ,20.0   ,5.1W   ,3.9N    ,33-    ,19-  ,  9o  ,None needed at this time.,d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3132466,2013-09-30 03:12:19,0:03:30.08,0:56:57.9,239642,90.0,i,59,22.1054000854,20130929,0,2016-02-21 02:18:07,807
980,000599,(191354) 2003 QD69       ,00 03 26.9 ,+01 04 05  ,19.6   ,0.8W   ,7.1N    ,31-    ,12-  , 10o  ,None needed at this time.,d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3132466,2013-09-30 03:12:19,0:03:30.08,0:56:57.9,239642,90.0,i,59,22.1054000854,20130929,0,2016-02-21 02:18:07,807
981,000601, (48743) 1997 EE57       ,00 02 45.4 ,+00 50 58  ,20.0   ,2.7E   ,0.6N    ,29-    ,10-  , 14o  ,None needed at this time.,d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3232607,2013-10-13 01:35:10,0:02:34.46,0:50:24.7,243480,90.0,z,16,21.5812988281,20131012,0,2016-02-21 02:18:07,807
982,000601,         2013 RN44       ,00 03 01.6 ,+00 45 46  ,19.9   ,6.8E   ,4.6S    ,26-    , 1-  ,  4o  ,"Very desirable between 2016 Mar. 10-Apr. 9.  (164.7,+15.5,20.5)",d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3232607,2013-10-13 01:35:10,0:02:34.46,0:50:24.7,243480,90.0,z,16,21.5812988281,20131012,0,2016-02-21 02:18:07,807
983,000601,(135557) 2002 EZ74       ,00 03 08.4 ,+00 51 08  ,19.2   ,8.5E   ,0.7N    ,28-    , 1-  , 10o  ,None needed at this time.,d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3232607,2013-10-13 01:35:10,0:02:34.46,0:50:24.7,243480,90.0,z,16,21.5812988281,20131012,0,2016-02-21 02:18:07,807
984,000602, (48743) 1997 EE57       ,00 02 43.2 ,+00 50 46  ,20.0   ,2.2E   ,0.4N    ,29-    ,10-  , 14o  ,None needed at this time.,d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3499328,2013-10-13 02:36:31,0:02:34.30,0:50:23.5,243509,90.0,i,16,21.9520988464,20131012,0,2016-02-21 02:18:07,807
985,000602,         2013 RN44       ,00 02 59.6 ,+00 45 43  ,19.9   ,6.3E   ,4.7S    ,26-    , 1-  ,  4o  ,"Very desirable between 2016 Mar. 10-Apr. 9.  (164.7,+15.5,20.5)",d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3499328,2013-10-13 02:36:31,0:02:34.30,0:50:23.5,243509,90.0,i,16,21.9520988464,20131012,0,2016-02-21 02:18:07,807
986,000602,(135557) 2002 EZ74       ,00 03 06.0 ,+00 51 04  ,19.2   ,7.9E   ,0.7N    ,28-    , 1-  , 10o  ,None needed at this time.,d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3499328,2013-10-13 02:36:31,0:02:34.30,0:50:23.5,243509,90.0,i,16,21.9520988464,20131012,0,2016-02-21 02:18:07,807
987,000603, (85028) 2729 P-L        ,00 01 41.8 ,+00 47 41  ,19.3   ,1.2E   ,4.2N    , 9-    , 8-  , 14o  ,None needed at this time.,d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3660294,2013-10-28 01:45:05,0:01:36.98,0:43:31.5,247508,90.0,i,37,22.4455986023,20131027,0,2016-02-21 02:18:07,807
988,000752,(160076) 2000 GS8        ,00 14 30.4 ,+01 56 55  ,18.6   ,2.0E   ,9.7S    ,33-    , 4-  , 11o  ,None needed at this time.,d5d5074e-28d5-4575-a4e3-71ad3050e5dc,wsdiff_S82_lon_gt_minus2,3142654,2013-09-30 03:48:55,0:14:22.45,2:06:34.3,239659,90.0,r,15,22.8201999664,20130929,0,2016-02-21 02:18:07,807
989,000754,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,d5d5074e-28d5-4575-a4e3-71ad3050e5dc,wsdiff_S82_lon_gt_minus2,2670144,2013-10-13 02:11:38,0:13:36.75,2:01:41.2,243497,90.0,z,47,22.342300415,20131012,0,2016-02-21 02:18:07,807
990,000308, (16016) 1999 CB54       ,00 09 21.5 ,-00 17 33  ,16.5   ,1.6W   ,0.4S    ,38-    ,14-  , 16o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,1001672,2013-09-30 03:53:07,0:09:27.82,-0:17:08.0,239661,90.0,r,62,22.3676986694,20130929,0,2016-02-21 02:18:07,807
991,000308,(148680) 2001 SX215      ,00 09 31.0 ,-00 09 19  ,19.6   ,0.8E   ,7.8N    ,35-    ,10-  , 10o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,1001672,2013-09-30 03:53:07,0:09:27.82,-0:17:08.0,239661,90.0,r,62,22.3676986694,20130929,0,2016-02-21 02:18:07,807
992,000308,         2013 RC39       ,00 08 56.0 ,-00 17 46  ,19.7   ,8.0W   ,0.6S    ,30-    ,19-  , 55d  ,"Desirable between 2016 Feb. 25-Mar. 11.  ( 93.7,-17.5,23.7)",dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,1001672,2013-09-30 03:53:07,0:09:27.82,-0:17:08.0,239661,90.0,r,62,22.3676986694,20130929,0,2016-02-21 02:18:07,807
993,000308, (27996) 1997 WJ5        ,00 10 03.9 ,-00 17 38  ,19.3   ,9.0E   ,0.5S    ,27-    ,12-  , 16o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,1001672,2013-09-30 03:53:07,0:09:27.82,-0:17:08.0,239661,90.0,r,62,22.3676986694,20130929,0,2016-02-21 02:18:07,807
994,000308,(204850) 2007 RD121      ,00 09 49.9 ,-00 09 44  ,19.7   ,5.5E   ,7.4N    ,26-    ,16-  , 10o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,1001672,2013-09-30 03:53:07,0:09:27.82,-0:17:08.0,239661,90.0,r,62,22.3676986694,20130929,0,2016-02-21 02:18:07,807
995,000309, (79164) 1993 FE27       ,00 08 38.0 ,-00 31 21  ,20.0   ,3.4E   ,8.9S    ,29-    ,10-  , 13o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,3520450,2013-10-13 02:19:40,0:08:24.32,-0:22:25.9,243501,90.0,z,22,21.9521999359,20131012,0,2016-02-21 02:18:07,807
996,000310, (79164) 1993 FE27       ,00 08 37.1 ,-00 31 26  ,20.0   ,3.2E   ,9.0S    ,29-    ,10-  , 13o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,3628181,2013-10-13 02:44:40,0:08:24.23,-0:22:26.3,243513,90.0,i,22,21.8614006042,20131012,0,2016-02-21 02:18:07,807
997,000311, (12327) Terbruggen      ,00 06 26.5 ,-00 39 29  ,19.1   ,2.6W   ,8.9S    ,12+    , 8+  , 15o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,3799867,2013-11-08 03:21:51,0:06:36.74,-0:30:37.8,251784,90.0,r,17,22.4095993042,20131107,0,2016-02-21 02:18:07,807
998,000311,(113143) 2002 RT92       ,00 06 09.7 ,-00 24 07  ,19.8   ,6.8W   ,6.5N    , 6+    , 3+  , 14o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,3799867,2013-11-08 03:21:51,0:06:36.74,-0:30:37.8,251784,90.0,r,17,22.4095993042,20131107,0,2016-02-21 02:18:07,807
999,000311, (36996) 2000 TY15       ,00 06 31.0 ,-00 40 09  ,19.8   ,1.4W   ,9.5S    , 1-    , 4+  , 13o  ,None needed at this time.,dd15383e-6cea-48fe-bb2a-881ec39c82f7,wsdiff_S82_lon_gt_minus2,3799867,2013-11-08 03:21:51,0:06:36.74,-0:30:37.8,251784,90.0,r,17,22.4095993042,20131107,0,2016-02-21 02:18:07,807
1000,000022,(155812) 2000 WS20       ,23 59 27.1 ,+02 15 02  ,19.2   ,5.5E   ,5.4S    ,25-    ,17-  , 12o  ,None needed at this time.,dd429e11-a543-4e27-b609-1791e68631bb,wsdiff_S82_lon_gt_minus2,2407948,2013-10-12 02:56:49,23:59:04.89,2:20:24.3,243111,90.0,i,22,22.3453998566,20131011,0,2016-02-21 02:18:07,807
1001,000023,(155812) 2000 WS20       ,23 59 27.0 ,+02 15 01  ,19.2   ,5.5E   ,5.4S    ,25-    ,17-  , 12o  ,None needed at this time.,dd429e11-a543-4e27-b609-1791e68631bb,wsdiff_S82_lon_gt_minus2,2479789,2013-10-12 02:58:49,23:59:04.89,2:20:24.3,243112,90.0,z,22,22.0932998657,20131011,0,2016-02-21 02:18:07,807
1002,000024,(153749) 2001 UJ167      ,23 58 43.9 ,+02 13 05  ,18.5   ,4.3W   ,6.9S    ,36-    , 0-  ,  8o  ,None needed at this time.,dd429e11-a543-4e27-b609-1791e68631bb,wsdiff_S82_lon_gt_minus2,3268631,2013-10-13 01:18:43,23:59:01.14,2:19:59.2,243472,90.0,z,33,22.3490982056,20131012,0,2016-02-21 02:18:07,807
1003,000025,(153749) 2001 UJ167      ,23 58 40.8 ,+02 13 04  ,18.5   ,5.0W   ,6.9S    ,36-    , 0-  ,  8o  ,None needed at this time.,dd429e11-a543-4e27-b609-1791e68631bb,wsdiff_S82_lon_gt_minus2,3732058,2013-10-13 02:34:31,23:59:00.94,2:19:57.7,243508,90.0,i,33,22.454498291,20131012,0,2016-02-21 02:18:07,807
1004,000026,    (94) Aurora          ,23 57 40.9 ,+02 06 14  ,12.6   ,2.2E   ,3.4S    , 5-    , 2+  , 65o  ,None needed at this time.,dd429e11-a543-4e27-b609-1791e68631bb,wsdiff_S82_lon_gt_minus2,3782320,2013-11-08 03:05:12,23:57:32.07,2:09:39.3,251776,90.0,r,27,23.2165985107,20131107,0,2016-02-21 02:18:07,807
1005,000026,(100433) 1996 KU1        ,23 57 37.6 ,+02 01 15  ,19.6   ,1.4E   ,8.4S    ,14+    , 6-  , 11o  ,None needed at this time.,dd429e11-a543-4e27-b609-1791e68631bb,wsdiff_S82_lon_gt_minus2,3782320,2013-11-08 03:05:12,23:57:32.07,2:09:39.3,251776,90.0,r,27,23.2165985107,20131107,0,2016-02-21 02:18:07,807
1006,000040,(133368) 2003 SO142      ,00 07 03.2 ,-04 38 00  ,19.2   ,5.9E   ,2.3S    ,27-    ,15-  , 11o  ,None needed at this time.,de3d0258-2864-43d4-a6ed-3adbce048cb7,wsdiff_S82_lon_gt_minus2,1538078,2013-10-04 05:25:03,0:06:39.57,-4:35:40.6,241142,90.0,r,27,21.9881000519,20131003,0,2016-02-21 02:18:07,807
1007,000041,(133368) 2003 SO142      ,00 07 03.2 ,-04 38 01  ,19.2   ,5.9E   ,2.3S    ,27-    ,15-  , 11o  ,None needed at this time.,de3d0258-2864-43d4-a6ed-3adbce048cb7,wsdiff_S82_lon_gt_minus2,1653664,2013-10-04 05:27:04,0:06:39.56,-4:35:40.8,241143,90.0,i,27,21.6100997925,20131003,0,2016-02-21 02:18:07,807
1008,000042, (51563) 2001 HK         ,00 05 24.5 ,-04 38 38  ,19.2   ,7.7W   ,0.8N    ,27-    , 9-  , 14o  ,None needed at this time.,de3d0258-2864-43d4-a6ed-3adbce048cb7,wsdiff_S82_lon_gt_minus2,3706296,2013-10-13 03:15:20,0:05:55.19,-4:39:28.7,243527,90.0,z,26,21.2894992828,20131012,0,2016-02-21 02:18:07,807
1009,000043,(137368) 1999 TE124      ,00 04 40.2 ,-04 42 26  ,19.9   ,8.7E   ,4.9N    ,31+    ,22+  ,  9o  ,None needed at this time.,de3d0258-2864-43d4-a6ed-3adbce048cb7,wsdiff_S82_lon_gt_minus2,3814949,2013-11-08 03:44:39,0:04:05.50,-4:47:22.5,251794,90.0,i,21,21.6963005066,20131107,0,2016-02-21 02:18:07,807
1010,000478,(374675) 2006 PB17       ,00 10 47.4 ,+03 13 29  ,18.9   ,0.4W   ,2.6N    ,33-    ,10-  ,  5o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3141239,2013-09-30 03:35:49,0:10:48.86,3:10:52.6,239653,90.0,r,12,21.212600708,20130929,0,2016-02-21 02:18:07,807
1011,000478, (79583) 1998 QW108      ,00 10 28.0 ,+03 11 46  ,18.1   ,5.2W   ,0.9N    ,33-    ,14-  , 13o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3141239,2013-09-30 03:35:49,0:10:48.86,3:10:52.6,239653,90.0,r,12,21.212600708,20130929,0,2016-02-21 02:18:07,807
1012,000478,         2015 BA445      ,00 11 10.5 ,+03 11 19  ,19.9   ,5.4E   ,0.4N    ,33-    , 3-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (120.3,-16.5,23.6)",df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3141239,2013-09-30 03:35:49,0:10:48.86,3:10:52.6,239653,90.0,r,12,21.212600708,20130929,0,2016-02-21 02:18:07,807
1013,000478,         2009 RK35       ,00 11 06.5 ,+03 05 19  ,19.7   ,4.4E   ,5.6S    ,19-    ,33-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (107.6,-13.7,24.4)",df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3141239,2013-09-30 03:35:49,0:10:48.86,3:10:52.6,239653,90.0,r,12,21.212600708,20130929,0,2016-02-21 02:18:07,807
1014,000478,(130371) 2000 GZ147      ,00 11 04.7 ,+03 04 17  ,18.9   ,4.0E   ,6.6S    ,26-    ,19-  , 12o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3141239,2013-09-30 03:35:49,0:10:48.86,3:10:52.6,239653,90.0,r,12,21.212600708,20130929,0,2016-02-21 02:18:07,807
1015,000478,         2004 RK107      ,00 11 21.1 ,+03 10 19  ,19.2   ,8.1E   ,0.6S    ,31-    , 8-  ,  8d  ,Leave for survey recovery.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3141239,2013-09-30 03:35:49,0:10:48.86,3:10:52.6,239653,90.0,r,12,21.212600708,20130929,0,2016-02-21 02:18:07,807
1016,000478,  (9578) Klyazma         ,00 11 21.1 ,+03 07 34  ,17.9   ,8.0E   ,3.3S    ,34-    ,15-  , 20o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3141239,2013-09-30 03:35:49,0:10:48.86,3:10:52.6,239653,90.0,r,12,21.212600708,20130929,0,2016-02-21 02:18:07,807
1017,000479,(374675) 2006 PB17       ,00 10 47.3 ,+03 13 28  ,18.9   ,0.4W   ,2.6N    ,33-    ,10-  ,  5o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3275811,2013-09-30 03:37:56,0:10:48.86,3:10:52.6,239654,90.0,i,12,20.7604999542,20130929,0,2016-02-21 02:18:07,807
1018,000479, (79583) 1998 QW108      ,00 10 27.9 ,+03 11 45  ,18.1   ,5.2W   ,0.9N    ,33-    ,14-  , 13o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3275811,2013-09-30 03:37:56,0:10:48.86,3:10:52.6,239654,90.0,i,12,20.7604999542,20130929,0,2016-02-21 02:18:07,807
1019,000479,         2015 BA445      ,00 11 10.5 ,+03 11 18  ,19.9   ,5.4E   ,0.4N    ,33-    , 3-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (120.3,-16.5,23.6)",df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3275811,2013-09-30 03:37:56,0:10:48.86,3:10:52.6,239654,90.0,i,12,20.7604999542,20130929,0,2016-02-21 02:18:07,807
1020,000479,         2009 RK35       ,00 11 06.5 ,+03 05 17  ,19.7   ,4.4E   ,5.6S    ,19-    ,33-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (107.6,-13.7,24.4)",df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3275811,2013-09-30 03:37:56,0:10:48.86,3:10:52.6,239654,90.0,i,12,20.7604999542,20130929,0,2016-02-21 02:18:07,807
1021,000479,(130371) 2000 GZ147      ,00 11 04.6 ,+03 04 17  ,18.9   ,3.9E   ,6.6S    ,26-    ,19-  , 12o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3275811,2013-09-30 03:37:56,0:10:48.86,3:10:52.6,239654,90.0,i,12,20.7604999542,20130929,0,2016-02-21 02:18:07,807
1022,000479,         2004 RK107      ,00 11 21.1 ,+03 10 18  ,19.2   ,8.0E   ,0.6S    ,31-    , 8-  ,  8d  ,Leave for survey recovery.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3275811,2013-09-30 03:37:56,0:10:48.86,3:10:52.6,239654,90.0,i,12,20.7604999542,20130929,0,2016-02-21 02:18:07,807
1023,000479,  (9578) Klyazma         ,00 11 21.0 ,+03 07 33  ,17.9   ,8.0E   ,3.3S    ,34-    ,15-  , 20o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3275811,2013-09-30 03:37:56,0:10:48.86,3:10:52.6,239654,90.0,i,12,20.7604999542,20130929,0,2016-02-21 02:18:07,807
1024,000480,         2013 RJ26       ,00 09 38.3 ,+03 08 18  ,19.4   ,3.6W   ,3.6N    ,11-    ,33-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (140.4,-09.4,21.9)",df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,1955216,2013-10-12 03:00:52,0:09:52.75,3:04:43.7,243113,90.0,z,1,20.6581001282,20131011,0,2016-02-21 02:18:07,807
1025,000480,(195929) 2002 RZ110      ,00 10 11.4 ,+03 11 31  ,19.8   ,4.7E   ,6.8N    ,21-    ,18-  , 14o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,1955216,2013-10-12 03:00:52,0:09:52.75,3:04:43.7,243113,90.0,z,1,20.6581001282,20131011,0,2016-02-21 02:18:07,807
1026,000480,(275050) 2009 UO91       ,00 09 22.1 ,+03 09 40  ,19.9   ,7.7W   ,4.9N    ,23-    ,24-  ,  6o  ,None needed at this time.,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,1955216,2013-10-12 03:00:52,0:09:52.75,3:04:43.7,243113,90.0,z,1,20.6581001282,20131011,0,2016-02-21 02:18:07,807
1027,000481,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,df73ac71-5099-4fe2-9897-83eb6d85b673,wsdiff_S82_lon_gt_minus2,3789973,2013-10-28 01:34:59,0:08:44.90,2:57:04.1,247503,90.0,r,25,21.3004989624,20131027,0,2016-02-21 02:18:07,807
1028,000400, (47076) 1998 YV         ,23 57 14.8 ,+00 34 18  ,18.7   ,9.1E   ,1.0S    ,27-    ,11-  , 15o  ,None needed at this time.,e53850f8-b7d2-4717-883c-df8fa7ae257e,wsdiff_S82_lon_gt_minus2,3197707,2013-09-30 03:31:33,23:56:38.37,0:35:19.5,239651,90.0,r,36,22.1658992767,20130929,0,2016-02-21 02:18:07,807
1029,000401, (47076) 1998 YV         ,23 57 14.7 ,+00 34 18  ,18.7   ,9.1E   ,1.0S    ,27-    ,11-  , 15o  ,None needed at this time.,e53850f8-b7d2-4717-883c-df8fa7ae257e,wsdiff_S82_lon_gt_minus2,3399208,2013-09-30 03:33:40,23:56:38.37,0:35:19.6,239652,90.0,i,36,21.6100997925,20130929,0,2016-02-21 02:18:07,807
1030,000403,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,e53850f8-b7d2-4717-883c-df8fa7ae257e,wsdiff_S82_lon_gt_minus2,3780877,2013-10-28 01:22:51,23:54:45.18,0:22:46.9,247497,90.0,r,11,22.2752990723,20131027,0,2016-02-21 02:18:07,807
