,objid,id,ra,dec,mag,designation,mpcRA,mpcDec,v,offsetRA,offsetDec,motion_ra,motion_dec,orbit,comment,distance
325,2701089,53823fcd-8dd3-4d23-9b1c-daac792c3d59,0:11:02.98,0:47:02.3,20.7278995514,         2008 EU161      ,00 10 48.2 ,+00 45 10  ,21.1   ,3.7W   ,1.9S    ,26-    ,16-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 74.6,-19.6,22.2)",0.00120477262761
326,3789639,53823fcd-8dd3-4d23-9b1c-daac792c3d59,0:09:21.67,0:35:44.5,21.238199234,(379868) 2012 HV22       ,00 09 33.2 ,+00 37 39  ,20.9   ,2.9E   ,1.9N    ,27+    ,28-  ,  5o  ,None needed at this time.,0.00100554779648
327,3593904,5437add6-9e4d-4cda-ae88-d7e8fd2a98a1,23:55:22.42,-0:04:29.8,20.8148994446,(187706) 2008 EU34       ,23 55 27.1 ,-00 02 11  ,21.1   ,1.2E   ,2.3N    ,26-    ,15-  , 10o  ,None needed at this time.,0.000754091411254
328,2606880,5437add6-9e4d-4cda-ae88-d7e8fd2a98a1,23:55:22.37,-0:04:30.2,21.1851005554,(187706) 2008 EU34       ,23 55 26.5 ,-00 02 16  ,21.1   ,1.0E   ,2.2N    ,26-    ,15-  , 10o  ,None needed at this time.,0.000716597239667
329,3791616,5437add6-9e4d-4cda-ae88-d7e8fd2a98a1,23:53:45.56,-0:15:25.1,21.7486000061,(420657) 2012 JA25       ,23 53 51.5 ,-00 14 20  ,21.6   ,1.5E   ,1.1N    , 2+    , 5-  ,  6o  ,None needed at this time.,0.000534981985114
330,3791616,5437add6-9e4d-4cda-ae88-d7e8fd2a98a1,23:53:45.56,-0:15:25.1,21.7486000061, (56163) 1999 DE3        ,23 53 34.6 ,-00 13 17  ,20.6   ,2.7W   ,2.1N    , 1+    , 1+  , 12o  ,None needed at this time.,0.00101042078034
331,3333256,560fcab8-d6d9-4f5c-ac0a-65933d2525fb,0:00:38.75,1:52:30.6,21.3509998322,(197063) 2003 UO158      ,00 00 42.7 ,+01 51 01  ,21.0   ,1.0E   ,1.5S    ,24-    ,10-  , 10o  ,None needed at this time.,0.0005206956107
332,3760102,560fcab8-d6d9-4f5c-ac0a-65933d2525fb,0:00:38.49,1:52:28.6,21.6426010132,(197063) 2003 UO158      ,00 00 40.5 ,+01 50 47  ,21.0   ,0.5E   ,1.7S    ,24-    ,10-  , 10o  ,None needed at this time.,0.000513779553368
333,3117038,571187e0-fdc0-493c-90aa-9b8bef9c1a1c,0:03:54.36,1:38:29.9,21.0462989807,(156447) 2002 AM177      ,00 04 07.4 ,+01 39 21  ,19.8   ,3.3E   ,0.9N    ,32-    ,12-  ,  9o  ,None needed at this time.,0.000979742332379
334,3117038,571187e0-fdc0-493c-90aa-9b8bef9c1a1c,0:03:54.36,1:38:29.9,21.0462989807,(227562) 2005 YM190      ,00 04 08.3 ,+01 35 16  ,19.7   ,3.5E   ,3.2S    ,31-    ,11-  ,  9o  ,None needed at this time.,0.00138223178021
335,2062708,571187e0-fdc0-493c-90aa-9b8bef9c1a1c,0:03:03.49,1:32:28.7,20.804599762,(379563) 2011 AJ72       ,00 02 57.6 ,+01 31 23  ,21.3   ,1.5W   ,1.1S    ,31-    ,10-  ,  7o  ,None needed at this time.,0.000533661438087
336,2062708,571187e0-fdc0-493c-90aa-9b8bef9c1a1c,0:03:03.49,1:32:28.7,20.804599762,         2015 BR56       ,00 03 17.4 ,+01 31 15  ,20.8   ,3.5E   ,1.2S    ,24-    ,15-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (114.2,-14.8,22.2)",0.00107247352809
337,3777939,571187e0-fdc0-493c-90aa-9b8bef9c1a1c,0:01:52.84,1:23:54.7,21.697599411,(193174) 2000 LF22       ,00 02 00.5 ,+01 20 25  ,20.5   ,1.9E   ,3.5S    ,11-    ,12-  , 10o  ,None needed at this time.,0.00115918696492
338,932078,5ba8ca7f-c61c-4361-ba8c-a86273545992,0:10:59.47,0:51:16.4,22.9693984985,(328720) 2009 TA21       ,00 11 15.9 ,+00 49 55  ,19.2   ,4.1E   ,1.4S    ,27-    ,31-  ,  7o  ,None needed at this time.,0.00125818637497
339,2691645,5ba8ca7f-c61c-4361-ba8c-a86273545992,0:09:54.48,0:45:33.7,20.5254993439,(332369) 2007 ER161      ,00 09 54.5 ,+00 45 34  ,20.6   ,0.0E   ,0.0N    ,23-    ,14-  ,  7o  ,None needed at this time.,2.05679211712e-06
340,2691645,5ba8ca7f-c61c-4361-ba8c-a86273545992,0:09:54.48,0:45:33.7,20.5254993439,(376422) 2012 GP31       ,00 10 01.3 ,+00 45 44  ,21.8   ,1.7E   ,0.2N    ,31-    , 8-  ,  7o  ,None needed at this time.,0.000498428430056
341,2691645,5ba8ca7f-c61c-4361-ba8c-a86273545992,0:09:54.48,0:45:33.7,20.5254993439,(129006) 2004 TV294      ,00 09 46.8 ,+00 49 35  ,20.1   ,1.9W   ,4.0N    ,27-    , 5-  , 11o  ,None needed at this time.,0.00129631406632
342,3820341,5ba8ca7f-c61c-4361-ba8c-a86273545992,0:08:45.76,0:39:40.8,23.0051994324,(145017) 2005 ED246      ,00 08 47.1 ,+00 42 09  ,20.8   ,0.3E   ,2.5N    , 9-    , 0-  ,  9o  ,None needed at this time.,0.000725071119633
343,2651116,5e51ead4-5bf6-4c8f-9ba7-b6e269250d5d,0:05:32.61,1:52:31.7,21.1894989014, (86527) 2000 DH76       ,00 05 31.1 ,+01 55 45  ,19.4   ,0.4W   ,3.2N    ,31-    ,13-  , 13o  ,None needed at this time.,0.000943549402287
344,2651116,5e51ead4-5bf6-4c8f-9ba7-b6e269250d5d,0:05:32.61,1:52:31.7,21.1894989014, (70064) 1999 JA44       ,00 05 29.0 ,+01 48 49  ,19.0   ,0.9W   ,3.7S    ,32-    , 6-  , 12o  ,None needed at this time.,0.00111110659132
345,3663089,5e51ead4-5bf6-4c8f-9ba7-b6e269250d5d,0:05:32.47,1:52:30.8,21.3315010071, (86527) 2000 DH76       ,00 05 29.8 ,+01 55 37  ,19.4   ,0.7W   ,3.1N    ,31-    ,13-  , 13o  ,None needed at this time.,0.000923346425232
346,3663089,5e51ead4-5bf6-4c8f-9ba7-b6e269250d5d,0:05:32.47,1:52:30.8,21.3315010071, (70064) 1999 JA44       ,00 05 27.6 ,+01 48 45  ,19.0   ,1.2W   ,3.8S    ,32-    , 6-  , 12o  ,None needed at this time.,0.00115051524107
347,3796765,5e51ead4-5bf6-4c8f-9ba7-b6e269250d5d,0:04:13.02,1:46:43.1,21.9356002808,(278707) 2008 SX26       ,00 04 09.8 ,+01 48 00  ,21.1   ,0.8W   ,1.3N    ,14-    , 7-  , 11o  ,None needed at this time.,0.000440199756002
348,3796765,5e51ead4-5bf6-4c8f-9ba7-b6e269250d5d,0:04:13.02,1:46:43.1,21.9356002808,         2015 BO377      ,00 04 01.0 ,+01 45 29  ,21.8   ,3.0W   ,1.2S    ,13-    , 1-  ,   o  ,Leave for survey recovery.,0.00094467713871
349,3796765,5e51ead4-5bf6-4c8f-9ba7-b6e269250d5d,0:04:13.02,1:46:43.1,21.9356002808, (25002) 1998 OP7        ,00 03 58.8 ,+01 49 37  ,17.8   ,3.5W   ,2.9N    , 6+    , 1-  , 18o  ,None needed at this time.,0.00133383750351
350,3234151,5f3444fb-3ad7-4e2c-999b-82904428cb25,0:05:56.84,1:58:27.4,21.8500995636,(308416) 2005 SZ113      ,00 05 48.4 ,+01 56 36  ,20.0   ,2.1W   ,1.9S    ,33-    ,13-  ,  8o  ,None needed at this time.,0.000817292829897
351,3418438,5f3444fb-3ad7-4e2c-999b-82904428cb25,0:05:56.83,1:58:27.5,21.3677997589,(308416) 2005 SZ113      ,00 05 48.3 ,+01 56 35  ,20.0   ,2.1W   ,1.9S    ,33-    ,13-  ,  8o  ,None needed at this time.,0.000825726478839
352,2044271,5f3444fb-3ad7-4e2c-999b-82904428cb25,0:05:08.77,1:52:29.6,20.9232997894,(263724) 2008 HS50       ,00 05 11.4 ,+01 53 52  ,20.6   ,0.7E   ,1.4N    ,27-    ,17-  , 11o  ,None needed at this time.,0.000442865454412
353,3660957,5f3444fb-3ad7-4e2c-999b-82904428cb25,0:05:00.30,1:51:25.9,21.4193992615,         2014 WX381      ,00 04 45.2 ,+01 51 55  ,20.8   ,3.8W   ,0.5N    ,28-    , 4-  ,  5o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (121.6,-16.5,21.3)",0.00110655408584
354,3103016,5fdffe05-6c14-4f0d-a3c1-632e9f738704,23:59:05.44,1:50:25.6,20.7243003845,(328586) 2009 SQ49       ,23 59 05.3 ,+01 51 21  ,18.7   ,0.0W   ,0.9N    ,41-    , 4+  ,  7o  ,None needed at this time.,0.000268779472274
355,3103016,5fdffe05-6c14-4f0d-a3c1-632e9f738704,23:59:05.44,1:50:25.6,20.7243003845,(376101) 2010 VB211      ,23 59 11.6 ,+01 53 33  ,20.5   ,1.5E   ,3.1N    ,39-    ,10-  ,  7o  ,None needed at this time.,0.00101287153521
356,3110891,5fdffe05-6c14-4f0d-a3c1-632e9f738704,23:59:05.44,1:50:25.6,20.3292999268,(328586) 2009 SQ49       ,23 59 05.3 ,+01 51 21  ,18.7   ,0.0W   ,0.9N    ,41-    , 4+  ,  7o  ,None needed at this time.,0.000268779472274
357,3110891,5fdffe05-6c14-4f0d-a3c1-632e9f738704,23:59:05.44,1:50:25.6,20.3292999268,(376101) 2010 VB211      ,23 59 11.5 ,+01 53 33  ,20.5   ,1.5E   ,3.1N    ,39-    ,10-  ,  7o  ,None needed at this time.,0.00100967968176
358,2442735,5fdffe05-6c14-4f0d-a3c1-632e9f738704,23:58:04.90,1:43:36.2,20.3875007629,         2015 BD144      ,23 58 04.2 ,+01 39 34  ,21.5   ,0.2W   ,4.0S    ,30-    , 7-  ,  5d  ,Leave for survey recovery.,0.00117532069689
359,2511459,5fdffe05-6c14-4f0d-a3c1-632e9f738704,23:58:04.90,1:43:36.0,19.9986000061,         2015 BD144      ,23 58 04.2 ,+01 39 33  ,21.5   ,0.2W   ,4.0S    ,30-    , 7-  ,  5d  ,Leave for survey recovery.,0.00117919558191
360,3203865,604d4883-5c64-41d2-ad07-356d29ae329c,23:59:30.64,2:57:30.0,22.3707008362,         2012 HF32       ,23 59 23.0 ,+03 01 38  ,21.9   ,1.9W   ,4.1N    ,26-    ,16-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (119.7,-15.5,21.8)",0.00132418369441
361,3680610,604d4883-5c64-41d2-ad07-356d29ae329c,23:59:30.46,2:57:28.9,22.529800415,         2012 HF32       ,23 59 20.8 ,+03 01 18  ,21.9   ,2.4W   ,3.8N    ,26-    ,16-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (119.7,-15.5,21.8)",0.00131370818397
362,3775476,604d4883-5c64-41d2-ad07-356d29ae329c,23:58:14.33,2:48:11.4,22.8010997772,(106534) 2000 WK60       ,23 58 01.7 ,+02 47 41  ,19.8   ,3.1W   ,0.5S    ,13+    , 3-  ,  9o  ,None needed at this time.,0.00092914740605
363,3775476,604d4883-5c64-41d2-ad07-356d29ae329c,23:58:14.33,2:48:11.4,22.8010997772,(426505) 2013 RP37       ,23 58 18.0 ,+02 43 21  ,21.0   ,0.9E   ,4.8S    , 4-    , 9+  ,  7o  ,None needed at this time.,0.00143291455537
364,3238082,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:54:33.37,0:00:42.7,21.306098938,(141908) 2002 PC77       ,23 54 45.6 ,+00 01 33  ,19.1   ,3.1E   ,0.8N    ,38-    , 6-  , 10o  ,None needed at this time.,0.000922216920711
365,3238082,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:54:33.37,0:00:42.7,21.306098938,(378193) 2006 XF45       ,23 54 18.3 ,-00 01 24  ,21.6   ,3.8W   ,2.1S    ,35-    ,13-  ,  5o  ,None needed at this time.,0.00125632700414
366,3447801,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:54:33.37,0:00:42.7,20.8662986755,(141908) 2002 PC77       ,23 54 45.5 ,+00 01 33  ,19.1   ,3.0E   ,0.8N    ,38-    , 6-  , 10o  ,None needed at this time.,0.000915205589998
367,3447801,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:54:33.37,0:00:42.7,20.8662986755,(378193) 2006 XF45       ,23 54 18.2 ,-00 01 25  ,21.6   ,3.8W   ,2.1S    ,35-    ,13-  ,  5o  ,None needed at this time.,0.00126504129624
368,3594692,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:53:27.52,-0:04:02.6,20.5846996307,         2016 CW113      ,23 53 38.3 ,-00 05 51  ,21.8   ,2.7E   ,1.8S    ,19-    ,17-  ,   o  ,"Desirable between 2016 Feb. 25-Mar. 2.  (164.0,+03.9,22.0)",0.000943799075204
369,3594692,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:53:27.52,-0:04:02.6,20.5846996307,(267440) 2002 CK212      ,23 53 31.9 ,+00 00 17  ,20.4   ,1.1E   ,4.3N    ,24-    , 7-  ,  8o  ,None needed at this time.,0.00129825688486
370,2606705,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:53:27.45,-0:04:02.8,20.9757003784,         2016 CW113      ,23 53 37.8 ,-00 05 56  ,21.8   ,2.6E   ,1.9S    ,19-    ,17-  ,   o  ,"Desirable between 2016 Feb. 25-Mar. 2.  (164.0,+03.9,22.0)",0.000931508031091
371,2606705,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:53:27.45,-0:04:02.8,20.9757003784,(267440) 2002 CK212      ,23 53 31.3 ,+00 00 14  ,20.4   ,1.0E   ,4.3N    ,24-    , 7-  ,  8o  ,None needed at this time.,0.0012760946392
372,3793034,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:52:19.35,-0:08:44.3,21.4063987732,(144305) 2004 DT8        ,23 52 27.0 ,-00 05 39  ,21.0   ,1.9E   ,3.1N    ,12-    , 4-  , 11o  ,None needed at this time.,0.00105666689371
373,3791275,60d82102-4a93-44bc-bd5e-3d55b2b2be81,23:51:37.54,-0:11:20.0,21.4997997284,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
374,3156359,65fe9818-522c-4ab8-a633-46e9d1bd2aaf,23:51:42.31,0:52:51.7,21.8525009155,(199511) 2006 DH124      ,23 51 45.9 ,+00 53 52  ,20.0   ,0.9E   ,1.0N    ,30-    ,12-  ,  9o  ,None needed at this time.,0.000391926623737
375,3329698,65fe9818-522c-4ab8-a633-46e9d1bd2aaf,23:51:42.30,0:52:51.8,21.5756988525,(199511) 2006 DH124      ,23 51 45.8 ,+00 53 51  ,20.0   ,0.9E   ,1.0N    ,30-    ,12-  ,  9o  ,None needed at this time.,0.000383592294553
376,2260752,65fe9818-522c-4ab8-a633-46e9d1bd2aaf,23:50:48.62,0:47:38.4,21.3269996643, (76006) 2000 DX21       ,23 50 39.7 ,+00 48 17  ,20.0   ,2.2W   ,0.6N    ,25-    ,12-  , 14o  ,None needed at this time.,0.000675074380635
377,3503097,65fe9818-522c-4ab8-a633-46e9d1bd2aaf,23:50:44.46,0:47:13.9,20.9096984863,(331378) 2012 DC87       ,23 50 44.8 ,+00 50 21  ,20.9   ,0.1E   ,3.1N    ,28-    , 4-  ,  7o  ,None needed at this time.,0.000907423252492
378,3575212,65fe9818-522c-4ab8-a633-46e9d1bd2aaf,23:50:44.41,0:47:13.6,21.4762992859,(331378) 2012 DC87       ,23 50 44.0 ,+00 50 19  ,20.9   ,0.1W   ,3.1N    ,28-    , 4-  ,  7o  ,None needed at this time.,0.000899338850931
379,3464476,684d6af0-af80-4e9a-973f-07568c68be76,23:55:42.12,-0:08:41.3,22.579498291,(160887) 2001 QD223      ,23 55 33.0 ,-00 12 28  ,19.1   ,2.3W   ,3.8S    ,27-    ,10-  , 14o  ,None needed at this time.,0.00128367595555
380,3795170,684d6af0-af80-4e9a-973f-07568c68be76,23:53:38.66,-0:22:14.8,22.7796993256,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
381,3525316,6aeaf41d-931b-4ff5-9b1d-a88366dab038,23:56:28.32,0:55:13.2,22.0536003113,(375764) 2009 SJ130      ,23 56 31.2 ,+00 54 10  ,20.9   ,0.7E   ,1.0S    ,22-    ,20-  ,  7o  ,None needed at this time.,0.000371128202566
382,3525316,6aeaf41d-931b-4ff5-9b1d-a88366dab038,23:56:28.32,0:55:13.2,22.0536003113,         2013 TF79       ,23 56 19.3 ,+00 56 57  ,21.1   ,2.2W   ,1.7N    , 8-    , 0-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 82.9,-23.6,24.6)",0.000826684205667
383,3537383,6aeaf41d-931b-4ff5-9b1d-a88366dab038,23:56:28.19,0:55:12.8,22.8027992249,(375764) 2009 SJ130      ,23 56 30.1 ,+00 53 56  ,20.9   ,0.5E   ,1.3S    ,22-    ,20-  ,  7o  ,None needed at this time.,0.000397395113165
384,3537383,6aeaf41d-931b-4ff5-9b1d-a88366dab038,23:56:28.19,0:55:12.8,22.8027992249,         2013 TF79       ,23 56 18.4 ,+00 56 54  ,21.1   ,2.5W   ,1.7N    , 8-    , 0-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 82.9,-23.6,24.6)",0.000864555184127
385,3784036,6aeaf41d-931b-4ff5-9b1d-a88366dab038,23:55:36.79,0:51:02.5,23.5988006592,         2015 BX69       ,23 55 35.5 ,+00 48 45  ,21.3   ,0.3W   ,2.3S    , 4-    , 9-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (126.1,-11.9,22.9)",0.000673185987211
386,3784036,6aeaf41d-931b-4ff5-9b1d-a88366dab038,23:55:36.79,0:51:02.5,23.5988006592, (86527) 2000 DH76       ,23 55 33.3 ,+00 48 08  ,20.0   ,0.9W   ,2.9S    ,10-    , 4-  , 13o  ,None needed at this time.,0.000883242210219
387,3829622,6aeaf41d-931b-4ff5-9b1d-a88366dab038,23:55:05.07,0:48:34.5,23.4300003052,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
388,3103210,6b4525db-3e3b-4c11-a65d-6e30e42fcca8,0:04:04.07,1:41:21.5,23.0597000122,(156447) 2002 AM177      ,00 04 07.5 ,+01 39 22  ,19.8   ,0.9E   ,2.0S    ,32-    ,12-  ,  9o  ,None needed at this time.,0.000630725586303
389,3103210,6b4525db-3e3b-4c11-a65d-6e30e42fcca8,0:04:04.07,1:41:21.5,23.0597000122,(163633) 2002 UT18       ,00 04 00.5 ,+01 44 24  ,19.1   ,0.9W   ,3.0N    ,25-    ,18-  , 11o  ,None needed at this time.,0.000922055016489
390,3117053,6b4525db-3e3b-4c11-a65d-6e30e42fcca8,0:04:04.07,1:41:21.3,22.7189998627,(156447) 2002 AM177      ,00 04 07.4 ,+01 39 21  ,19.8   ,0.8E   ,2.0S    ,32-    ,12-  ,  9o  ,None needed at this time.,0.000631468041325
391,3117053,6b4525db-3e3b-4c11-a65d-6e30e42fcca8,0:04:04.07,1:41:21.3,22.7189998627,(163633) 2002 UT18       ,00 04 00.4 ,+01 44 24  ,19.1   ,0.9W   ,3.0N    ,25-    ,18-  , 11o  ,None needed at this time.,0.000925055491441
392,3801753,6b4525db-3e3b-4c11-a65d-6e30e42fcca8,0:02:39.08,1:31:57.4,23.3857002258,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
393,3788157,6bf89287-f407-48f0-aa32-7d9a2dcfb3b6,0:13:01.72,3:04:11.8,23.6714992523,         2006 SZ49       ,00 12 57.2 ,+03 05 28  ,20.2   ,1.1W   ,1.3N    ,11-    ,12+  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 70.0,-29.2,23.1)",0.000494177236823
394,3805074,6bf89287-f407-48f0-aa32-7d9a2dcfb3b6,0:12:28.30,3:00:50.7,23.429599762,(225254) Flury           ,00 12 30.6 ,+02 58 17  ,20.0   ,0.6E   ,2.6S    , 3+    ,15-  , 10o  ,None needed at this time.,0.000763649965678
395,3805074,6bf89287-f407-48f0-aa32-7d9a2dcfb3b6,0:12:28.30,3:00:50.7,23.429599762,(279707) 2011 FE150      ,00 12 41.4 ,+03 01 41  ,21.5   ,3.3E   ,0.8N    , 7-    ,12-  , 11o  ,None needed at this time.,0.00098209287199
396,3240794,6f599143-43c9-48e0-980a-b23c4416fb38,0:09:25.21,1:52:43.3,23.0018005371,(246574) 2008 TV135      ,00 09 11.8 ,+01 50 11  ,20.5   ,3.4W   ,2.5S    ,29-    ,10-  ,  9o  ,None needed at this time.,0.0012227890841
397,3240794,6f599143-43c9-48e0-980a-b23c4416fb38,0:09:25.21,1:52:43.3,23.0018005371,         2014 XH29       ,00 09 19.2 ,+01 57 11  ,20.6   ,1.5W   ,4.5N    ,25-    ,18-  ,   o  ,Leave for survey recovery.,0.00136938392207
398,3424911,6f599143-43c9-48e0-980a-b23c4416fb38,0:09:25.21,1:52:43.4,22.4301986694,(246574) 2008 TV135      ,00 09 11.7 ,+01 50 10  ,20.5   ,3.4W   ,2.5S    ,29-    ,10-  ,  9o  ,None needed at this time.,0.00123180306433
399,3424911,6f599143-43c9-48e0-980a-b23c4416fb38,0:09:25.21,1:52:43.4,22.4301986694,         2014 XH29       ,00 09 19.1 ,+01 57 11  ,20.6   ,1.5W   ,4.5N    ,25-    ,18-  ,   o  ,Leave for survey recovery.,0.00137126096121
400,3664476,6f599143-43c9-48e0-980a-b23c4416fb38,0:08:33.33,1:46:55.4,22.4925003052,(269074) 2007 GW62       ,00 08 47.4 ,+01 48 09  ,21.1   ,3.5E   ,1.2N    ,24-    ,10-  ,  9o  ,None needed at this time.,0.0010831598215
401,3664476,6f599143-43c9-48e0-980a-b23c4416fb38,0:08:33.33,1:46:55.4,22.4925003052,(279615) 2011 EV36       ,00 08 48.7 ,+01 44 31  ,20.9   ,3.9E   ,2.4S    ,24-    , 7-  , 11o  ,None needed at this time.,0.00131842945796
402,3104908,71a9d8a6-a029-415c-beee-756e1cd843df,0:05:15.54,1:32:23.6,22.1628990173,         2015 BW350      ,00 05 18.5 ,+01 29 32  ,24.0   ,0.7E   ,2.9S    ,31-    ,11-  ,   o  ,Leave for survey recovery.,0.000859318265633
403,3116673,71a9d8a6-a029-415c-beee-756e1cd843df,0:05:15.54,1:32:23.6,21.5748996735,         2015 BW350      ,00 05 18.4 ,+01 29 31  ,24.0   ,0.7E   ,2.9S    ,31-    ,11-  ,   o  ,Leave for survey recovery.,0.00086223103722
404,2079068,71a9d8a6-a029-415c-beee-756e1cd843df,0:04:18.46,1:26:09.6,21.3364982605,         2008 RF125      ,00 04 37.8 ,+01 27 06  ,20.9   ,4.8E   ,0.9N    ,24-    ,11-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (153.0,-02.5,21.6)",0.00143233965202
405,3810586,71a9d8a6-a029-415c-beee-756e1cd843df,0:02:59.23,1:17:22.8,22.0443000793,(133433) 2003 SP202      ,00 02 55.0 ,+01 14 28  ,20.4   ,1.1W   ,2.9S    ,11-    , 2-  , 11o  ,None needed at this time.,0.000901531590082
406,2070063,72610188-f204-4c90-b7c6-dbc8ecc37afc,0:05:54.47,1:32:04.5,22.0266990662,(222685) 2001 YF115      ,00 05 41.6 ,+01 29 28  ,17.5   ,3.2W   ,2.6S    ,26-    , 6+  ,  8o  ,None needed at this time.,0.00120458955972
407,2662327,72610188-f204-4c90-b7c6-dbc8ecc37afc,0:05:46.00,1:31:02.7,22.423500061,         2015 EK55       ,00 06 02.7 ,+01 29 04  ,20.8   ,4.2E   ,2.0S    ,27-    ,17-  ,   o  ,Leave for survey recovery.,0.00134352784927
408,3679142,72610188-f204-4c90-b7c6-dbc8ecc37afc,0:05:45.90,1:31:01.9,22.5347995758,         2015 EK55       ,00 06 01.5 ,+01 28 53  ,20.8   ,3.9E   ,2.2S    ,27-    ,17-  ,   o  ,Leave for survey recovery.,0.00129485850116
409,3808619,72610188-f204-4c90-b7c6-dbc8ecc37afc,0:04:46.45,1:23:42.2,23.5933990479, 183P/Korlevic-Juric     ,00 04 32.4 ,+01 20 24  ,       ,3.5W   ,3.3S    ,16-    , 1-  ,cmt   ,(r =   5.05 AU),0.00140239010357
410,1971970,73cbc241-8d66-4093-b856-f458305ef3b7,0:11:32.16,2:41:07.5,22.1112995148,         2008 UR161      ,00 11 40.9 ,+02 43 41  ,20.8   ,2.2E   ,2.6N    ,31-    , 3-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (138.9,-07.2,22.1)",0.000978208530627
411,1971970,73cbc241-8d66-4093-b856-f458305ef3b7,0:11:32.16,2:41:07.5,22.1112995148,(374976) 2007 DN97       ,00 11 50.0 ,+02 42 34  ,21.7   ,4.5E   ,1.4N    ,31-    ,10-  ,  5o  ,None needed at this time.,0.0013620883958
412,3812391,73cbc241-8d66-4093-b856-f458305ef3b7,0:10:24.89,2:32:56.7,21.3472995758,(459812) 2013 SP23       ,00 10 24.9 ,+02 32 57  ,21.4   ,0.0E   ,0.0S    , 5-    , 3+  ,  7o  ,None needed at this time.,1.62579795086e-06
413,3172037,75a566eb-e655-46fa-8325-f6dfd76252d6,0:10:55.80,2:47:26.5,21.7742996216, (20965) Kutafin         ,00 10 43.3 ,+02 50 54  ,17.0   ,3.1W   ,3.5N    ,38-    , 0+  , 16o  ,None needed at this time.,0.00135511651881
414,3335838,75a566eb-e655-46fa-8325-f6dfd76252d6,0:10:55.78,2:47:26.5,21.1812992096, (20965) Kutafin         ,00 10 43.2 ,+02 50 54  ,17.0   ,3.1W   ,3.5N    ,38-    , 0+  , 16o  ,None needed at this time.,0.00135901653567
415,2020764,75a566eb-e655-46fa-8325-f6dfd76252d6,0:10:07.28,2:40:55.3,20.6779994965,         2015 BU333      ,00 10 10.2 ,+02 36 25  ,23.4   ,0.7E   ,4.5S    ,33-    ,11-  ,   o  ,Leave for survey recovery.,0.00132750844157
416,3808712,75a566eb-e655-46fa-8325-f6dfd76252d6,0:08:59.07,2:31:24.9,21.7000007629,(132885) 2002 RK149      ,00 08 59.2 ,+02 32 54  ,19.7   ,0.0E   ,1.5N    ,16-    , 0-  , 12o  ,None needed at this time.,0.000432072226363
417,3808712,75a566eb-e655-46fa-8325-f6dfd76252d6,0:08:59.07,2:31:24.9,21.7000007629, (23003) Ziminski        ,00 09 13.6 ,+02 28 14  ,19.1   ,3.6E   ,3.2S    , 9-    , 6-  , 18o  ,None needed at this time.,0.00140390892743
418,2442685,78fcb70c-9bf8-452a-86d6-ef7f0875f065,23:57:43.68,1:44:55.2,21.9374008179, (51185) 2000 HP85       ,23 57 44.7 ,+01 45 40  ,18.9   ,0.2E   ,0.7N    ,25-    , 5-  , 15o  ,None needed at this time.,0.000229502340294
419,2511421,78fcb70c-9bf8-452a-86d6-ef7f0875f065,23:57:43.67,1:44:54.9,21.8199005127, (51185) 2000 HP85       ,23 57 44.6 ,+01 45 40  ,18.9   ,0.2E   ,0.8N    ,25-    , 5-  , 15o  ,None needed at this time.,0.000228862356899
420,3463083,78fcb70c-9bf8-452a-86d6-ef7f0875f065,23:57:39.32,1:44:26.3,21.9133987427,         2011 CV103      ,23 57 49.7 ,+01 43 09  ,23.4   ,2.6E   ,1.3S    ,23-    ,11-  ,  6d  ,Leave for survey recovery.,0.000842456191245
421,3463083,78fcb70c-9bf8-452a-86d6-ef7f0875f065,23:57:39.32,1:44:26.3,21.9133987427,(375316) 2008 RK62       ,23 57 48.4 ,+01 46 58  ,20.9   ,2.3E   ,2.5N    ,28-    , 2-  ,  6o  ,None needed at this time.,0.00098818535471
